,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_name
ENSG00000106723,0.353085564,3.49252355,3.327092719,0.001155264,0.006687896,-1.36478359,SPIN1
ENSG00000142676,0.452823645,7.733588297,3.327054481,0.001155889,0.006689023,-1.669333605,RPL11
ENSG00000105677,0.661889658,3.3892861,3.326307745,0.001158733,0.006702989,-1.342364222,TMEM147
ENSG00000254521,0.845577821,0.123862539,3.325813626,0.001160572,0.006707442,-0.988725117,SIGLEC12
ENSG00000248771,-0.407845251,1.663350736,-3.325649495,0.001160764,0.006707442,-1.097524273,SMIM31
ENSG00000136231,0.555792279,4.149407638,3.325715159,0.001160994,0.006707442,-1.468740542,IGF2BP3
ENSG00000147852,0.763743477,0.8122301,3.325643563,0.001161227,0.006707442,-1.025114494,VLDLR
ENSG00000100031,0.637078973,4.216018574,3.325460087,0.001161969,0.006708333,-1.485691608,GGT1
ENSG00000166598,0.48712619,6.576249448,3.325388401,0.001162243,0.006708333,-1.704969752,HSP90B1
ENSG00000173692,0.310322005,5.600468813,3.323408109,0.001169837,0.006749661,-1.680972302,PSMD1
ENSG00000138604,0.353933836,3.233508182,3.322137727,0.001174251,0.006770056,-1.338914445,GLCE
ENSG00000178425,-0.39979794,4.47979495,-3.322167872,0.001174619,0.006770056,-1.560705947,NT5DC1
ENSG00000134852,0.322624725,4.670648229,3.322091262,0.001174677,0.006770056,-1.586862977,CLOCK
ENSG00000215301,-0.219206005,8.143332869,-3.321793051,0.001175583,0.006770691,-1.665322053,DDX3X
ENSG00000070759,-0.359181407,3.778296082,-3.321777221,0.001175658,0.006770691,-1.431537206,TESK2
ENSG00000243147,0.376546548,5.916861143,3.321743543,0.001176259,0.006771648,-1.707402223,MRPL33
ENSG00000102125,0.275436002,4.724687126,3.321430775,0.001176984,0.006773314,-1.582952346,TAZ
ENSG00000079257,-0.438964605,4.227271001,-3.317988813,0.001190862,0.00685065,-1.545347983,LXN
ENSG00000196470,-0.274393913,4.929689333,-3.317439549,0.001192523,0.006857668,-1.639704451,SIAH1
ENSG00000101577,-0.364681211,6.893690896,-3.316307586,0.001197456,0.006883491,-1.731415326,LPIN2
ENSG00000165898,0.360945254,3.601694271,3.315429838,0.00120042,0.006895598,-1.423768298,ISCA2
ENSG00000131979,0.625369266,5.292482688,3.315547458,0.001200448,0.006895598,-1.650656219,GCH1
ENSG00000117399,0.712364971,2.677700271,3.313503487,0.001208529,0.006939456,-1.295543023,CDC20
ENSG00000169826,0.527310042,7.0485826,3.313008136,0.001210495,0.006946818,-1.736018835,CSGALNACT2
ENSG00000123810,-0.351248227,4.943486041,-3.312955558,0.001210704,0.006946818,-1.652320002,B9D2
ENSG00000166986,-0.277068024,6.464004381,-3.311601192,0.001215853,0.006973206,-1.750198957,MARS1
ENSG00000170365,0.889671719,3.455398919,3.311575243,0.001216199,0.006973206,-1.396252349,SMAD1
ENSG00000112077,0.934294663,3.500291706,3.310829741,0.001219177,0.006987704,-1.443916296,RHAG
ENSG00000197930,0.314796585,7.007484145,3.310714221,0.001219639,0.006987778,-1.74576251,ERO1A
ENSG00000119242,-0.404892218,3.893704922,-3.310255261,0.001221476,0.006995728,-1.494467978,CCDC92
ENSG00000065135,0.278971125,5.771131362,3.309939836,0.001222431,0.006998618,-1.732304504,GNAI3
ENSG00000175463,-0.256536708,6.091354623,-3.30937977,0.001224489,0.007005477,-1.750320411,TBC1D10C
ENSG00000010671,0.282267582,6.564837649,3.309435756,0.001224563,0.007005477,-1.755673799,BTK
ENSG00000185104,0.475608898,4.620081533,3.309381961,0.001224979,0.007005477,-1.60677048,FAF1
ENSG00000197766,-1.376362549,5.059205251,-3.309153037,0.001225899,0.007008161,-1.661123642,CFD
ENSG00000115942,-0.326858627,5.734693122,-3.30822923,0.001229617,0.007026836,-1.746972483,ORC2
ENSG00000104081,-0.719932813,3.0920444,-3.307879221,0.001231029,0.00703232,-1.362089088,BMF
ENSG00000120137,0.416202276,5.046731631,3.307134043,0.001234039,0.007046929,-1.668725576,PANK3
ENSG00000167302,-0.368291639,4.834402691,-3.306553987,0.001236387,0.007057747,-1.646606098,TEPSIN
ENSG00000054965,-0.324110722,6.546348834,-3.305823457,0.00123935,0.007069863,-1.767706182,FAM168A
ENSG00000125551,-0.448864045,3.539344955,-3.305806683,0.001239418,0.007069863,-1.424840903,PLGLB2
ENSG00000145979,0.254994177,5.082349238,3.304863339,0.001242751,0.007086275,-1.690289155,TBC1D7
ENSG00000177485,0.330428576,3.359163155,3.304708483,0.001243381,0.007087274,-1.409429865,ZBTB33
ENSG00000158473,-0.496841599,4.034441458,-3.304133381,0.00124623,0.007100913,-1.536902653,CD1D
ENSG00000108306,-0.340780818,5.374964262,-3.303904953,0.001247163,0.007103626,-1.731131979,FBXL20
ENSG00000130023,0.420929132,4.488236884,3.303266715,0.001249773,0.007113502,-1.590346489,ERMARD
ENSG00000122223,-0.773715999,3.30762301,-3.303257239,0.001249811,0.007113502,-1.413361185,CD244
ENSG00000016391,0.611977502,0.366892877,3.302653668,0.001251778,0.007118855,-1.06738768,CHDH
ENSG00000106341,1.414093765,-2.246676765,3.302776892,0.001251779,0.007118855,-1.041733747,PPP1R17
ENSG00000174705,0.985387407,1.188276658,3.302692533,0.001252124,0.007118855,-1.123010499,SH3PXD2B
ENSG00000167004,0.278605136,5.869917739,3.302189111,0.001253902,0.007126356,-1.762032417,PDIA3
ENSG00000151692,-0.538176773,3.656279521,-3.301085418,0.001258729,0.007151181,-1.467724814,RNF144A
ENSG00000113369,-0.363401111,7.770322476,-3.300937971,0.001259337,0.007152022,-1.749963455,ARRDC3
ENSG00000198612,0.421541396,4.051205255,3.300336506,0.001261818,0.007163499,-1.544708421,COPS8
ENSG00000088305,0.552300613,-0.010069205,3.297958117,0.001271164,0.007213922,-1.068189134,DNMT3B
ENSG00000114956,0.283926318,5.319174447,3.297469781,0.001273336,0.007223619,-1.736957225,DGUOK
ENSG00000141627,0.223982803,6.737449073,3.297014744,0.001275092,0.007230942,-1.792143308,DYM
ENSG00000186529,-0.534801638,6.547128239,-3.29683882,0.001276338,0.007235374,-1.794149057,CYP4F3
ENSG00000177879,0.362424306,6.093413975,3.296459398,0.001277923,0.007241718,-1.78882192,AP3S1
ENSG00000168917,-0.529862566,1.469259384,-3.295444238,0.001281657,0.007260235,-1.18118696,SLC35G2
ENSG00000101280,-0.632116535,-0.597391766,-3.294713547,0.001284722,0.007274951,-1.048843839,ANGPT4
ENSG00000133773,0.337574661,4.315113318,3.294145897,0.001287331,0.007287069,-1.615739431,CCDC59
ENSG00000188786,0.442279244,5.642737787,3.294008522,0.001288202,0.007289351,-1.766193811,MTF1
ENSG00000140030,0.404173048,5.138811189,3.293440758,0.001290595,0.007298512,-1.717551188,GPR65
ENSG00000050767,1.213018351,-0.564276526,3.293401724,0.001290759,0.007298512,-1.052524924,COL23A1
ENSG00000115539,0.676176347,3.01020286,3.292179669,0.001295923,0.007325049,-1.382399696,PDCL3
ENSG00000185745,-1.481996306,2.897516882,-3.291846597,0.001297334,0.007328255,-1.369550561,IFIT1
ENSG00000187742,-0.170530738,7.207051638,-3.29170106,0.001297432,0.007328255,-1.799127286,SECISBP2
ENSG00000196998,-0.3534183,6.630612405,-3.291461702,0.001298966,0.007334255,-1.810842875,WDR45
ENSG00000115484,0.407881782,4.959137438,3.291283266,0.001299723,0.007335869,-1.705640165,CCT4
ENSG00000170606,0.272557287,4.887852167,3.290853035,0.001301031,0.007339418,-1.709922006,HSPA4
ENSG00000067560,0.311087148,9.040544685,3.290723764,0.001301929,0.007339418,-1.730109185,RHOA
ENSG00000185040,-0.344851216,3.142205384,-3.290616584,0.001302036,0.007339418,-1.415194619,SPDYE16
ENSG00000117569,0.424556089,5.955938971,3.290691266,0.001302238,0.007339418,-1.80423579,PTBP2
ENSG00000129128,0.234224005,6.611708864,3.289095128,0.001308521,0.007369529,-1.816846597,SPCS3
ENSG00000105771,0.363580614,4.655689233,3.289215589,0.001308528,0.007369529,-1.666417904,SMG9
ENSG00000169519,0.28548444,5.282840107,3.287660273,0.001314817,0.007399991,-1.763325591,METTL15
ENSG00000187260,-0.832734304,1.170260877,-3.287730165,0.001314888,0.007399991,-1.18052671,WDR86
ENSG00000157680,1.021979798,-0.883753702,3.287326586,0.001316621,0.007407065,-1.06570969,DGKI
ENSG00000074964,-1.241524558,1.53488211,-3.284021651,0.001330893,0.007484648,-1.207926069,ARHGEF10L
ENSG00000188921,-0.295881495,6.007379747,-3.283516883,0.001333051,0.007492832,-1.827877857,HACD4
ENSG00000120688,0.348975236,3.393025786,3.283343497,0.001333311,0.007492832,-1.481554991,WBP4
ENSG00000184154,-0.35485979,5.613161424,-3.283269046,0.001334163,0.007494913,-1.80847448,LRTOMT
ENSG00000131508,0.238962937,6.883343709,3.282655839,0.001336304,0.007504231,-1.834060757,UBE2D2
ENSG00000108654,0.161457543,8.577333656,3.282497106,0.001336996,0.007505407,-1.775460724,DDX5
ENSG00000134917,-0.930278628,-0.358031503,-3.282352006,0.001338152,0.007509189,-1.088905708,ADAMTS8
ENSG00000077984,0.674997488,9.032942951,3.281346867,0.001342549,0.007530539,-1.76244199,CST7
ENSG00000213186,0.473980735,3.781416301,3.281190043,0.001343235,0.007530539,-1.564654001,TRIM59
ENSG00000242616,0.501859776,8.247379016,3.28115049,0.001343408,0.007530539,-1.794508685,GNG10
ENSG00000082701,-0.241927487,6.262915489,-3.28063836,0.001345121,0.007537425,-1.842709852,GSK3B
ENSG00000165891,1.166016484,0.01301364,3.278537856,0.001354892,0.007589446,-1.127573205,E2F7
ENSG00000141551,-0.318326319,7.37551509,-3.278110184,0.001356781,0.00759729,-1.836178678,CSNK1D
ENSG00000162613,0.339770972,7.501047698,3.277810403,0.001358106,0.007601975,-1.831372423,FUBP1
ENSG00000116329,-0.423556172,0.991123431,-3.277249803,0.001360053,0.007608388,-1.180230702,OPRD1
ENSG00000179021,0.336016006,4.99073438,3.277330626,0.00136023,0.007608388,-1.764461913,C3orf38
ENSG00000181927,-0.406039212,1.997214699,-3.276894072,0.001361629,0.007613478,-1.273780547,OR4P4
ENSG00000126603,-0.738185414,-0.452444411,-3.275984428,0.001365668,0.007633319,-1.115876205,GLIS2
ENSG00000271601,-0.245606725,3.843933599,-3.275151265,0.001369377,0.007651303,-1.582901327,LIX1L
ENSG00000166483,0.5974853,2.732209734,3.274623562,0.00137227,0.007664712,-1.405834095,WEE1
ENSG00000139318,-0.464816516,5.4941879,-3.274460134,0.001373,0.007666038,-1.821637803,DUSP6
ENSG00000213619,0.363092685,4.449554871,3.27383346,0.001375802,0.007678847,-1.695444477,NDUFS3
ENSG00000165309,-0.571795793,2.804805969,-3.273726642,0.001376281,0.007678847,-1.41492958,ARMC3
ENSG00000180089,-0.672251419,3.585380826,-3.273037635,0.001379369,0.007693321,-1.55728416,TMEM86B
ENSG00000108797,-0.504891631,2.760259199,-3.27231564,0.001382534,0.007708211,-1.409055211,CNTNAP1
ENSG00000111206,0.365706546,3.250902384,3.271933165,0.001383792,0.007712462,-1.494005751,FOXM1
ENSG00000028116,0.344452622,5.104567182,3.271000823,0.001388538,0.007736139,-1.794612068,VRK2
ENSG00000204520,-0.333898909,4.364169757,-3.270052224,0.001392518,0.007755538,-1.692245743,MICA
ENSG00000179218,0.381005086,6.527218357,3.269841959,0.00139378,0.007759787,-1.874370692,CALR
ENSG00000112237,0.406192218,5.943349712,3.26900781,0.001397564,0.007778074,-1.863791407,CCNC
ENSG00000137673,-0.483155683,3.846134339,-3.268551197,0.00139964,0.007786841,-1.620659267,MMP7
ENSG00000137944,0.263612012,5.30589788,3.268279774,0.001400329,0.007787892,-1.821984811,KYAT3
ENSG00000164070,0.522626287,0.988636467,3.268076854,0.001401253,0.007790246,-1.222169545,HSPA4L
ENSG00000150459,0.253914592,6.016315162,3.266414054,0.001408845,0.007829657,-1.876886441,SAP18
ENSG00000181284,0.547365917,1.903220776,3.264761156,0.001416536,0.007869586,-1.307161525,TMEM102
ENSG00000232119,0.251936521,5.366450597,3.263841039,0.001420669,0.007889731,-1.843224746,MCTS1
ENSG00000286102,-1.386872532,-0.102420368,-3.263622441,0.001422229,0.007895578,-1.156243051,AP000552.6
ENSG00000183137,0.294942765,4.675879797,3.263016555,0.001424545,0.007904031,-1.773750016,CEP57L1
ENSG00000118690,-0.466825998,4.006468287,-3.263073103,0.001424768,0.007904031,-1.658107297,ARMC2
ENSG00000116701,-0.43748031,9.864028815,-3.262736493,0.001426325,0.007909853,-1.772596816,NCF2
ENSG00000170190,-0.413824954,4.943141615,-3.261657809,0.001431328,0.007934119,-1.800425444,SLC16A5
ENSG00000105327,-0.464378144,3.135881182,-3.261552262,0.001431721,0.007934119,-1.494807677,BBC3
ENSG00000121454,-0.51863541,2.773439865,-3.261346243,0.001432775,0.007937137,-1.469566108,LHX4
ENSG00000171148,0.264818482,5.584429341,3.26104773,0.001433665,0.007939238,-1.86865198,TADA3
ENSG00000054267,-0.285406982,7.062690074,-3.260790319,0.001435218,0.007945013,-1.895268826,ARID4B
ENSG00000203857,-1.447631057,-0.579054444,-3.260490258,0.00143676,0.007950722,-1.140883094,HSD3B1
ENSG00000186350,-0.395358754,6.412629216,-3.259574564,0.001441035,0.00797154,-1.90638814,RXRA
ENSG00000086061,0.335946054,6.076216263,3.259179754,0.001442881,0.007978919,-1.897977593,DNAJA1
ENSG00000076108,-0.314160536,6.869706767,-3.25796959,0.001448555,0.008007449,-1.909165869,BAZ2A
ENSG00000152380,0.250399883,6.368239517,3.257225619,0.001451495,0.008020848,-1.912592147,FAM151B
ENSG00000198952,-0.433675841,5.196130149,-3.256617939,0.001454917,0.008036907,-1.848848287,SMG5
ENSG00000117593,0.329828129,3.21886906,3.256264642,0.001456024,0.008040167,-1.540819041,DARS2
ENSG00000110046,-0.451626002,3.840062783,-3.25414462,0.001466626,0.008095838,-1.645215869,ATG2A
ENSG00000182854,-0.886617645,0.402328797,-3.253765921,0.001468427,0.008102903,-1.21034894,OR4F15
ENSG00000068697,0.275026159,6.647483705,3.252206557,0.001475615,0.00813968,-1.927844356,LAPTM4A
ENSG00000118242,0.610168169,4.569369704,3.251042522,0.001481436,0.008168896,-1.783699412,MREG
ENSG00000007001,1.253663823,0.261362784,3.250009048,0.001486401,0.008193369,-1.219763818,UPP2
ENSG00000163491,-0.524987832,2.223519364,-3.249275789,0.001489629,0.008207183,-1.40228595,NEK10
ENSG00000115970,-0.290178076,5.594757449,-3.249236436,0.001489962,0.008207183,-1.910431641,THADA
ENSG00000119965,0.666938234,2.917845342,3.248260268,0.001494837,0.008231126,-1.517578097,C10orf88
ENSG00000102096,-0.49581273,6.101021241,-3.247389822,0.001499053,0.00825142,-1.936778212,PIM2
ENSG00000198431,-0.288730528,6.43408583,-3.24694164,0.001501166,0.008260128,-1.945107187,TXNRD1
ENSG00000052723,0.340036387,4.683941063,3.246044546,0.001505589,0.008281536,-1.81227301,SIKE1
ENSG00000143398,0.263301118,6.331219921,3.245522036,0.001507721,0.008290334,-1.946524661,PIP5K1A
ENSG00000186854,-0.527552265,4.627576103,-3.244940826,0.001510974,0.008305286,-1.803445137,TRABD2A
ENSG00000165714,0.382115835,4.058875348,3.244432806,0.001513452,0.008315967,-1.715702888,BORCS5
ENSG00000197756,0.394983098,8.309550467,3.243803328,0.001516541,0.00833,-1.899610034,RPL37A
ENSG00000141252,-0.266939982,5.836312243,-3.242190889,0.001524046,0.008368271,-1.944244755,VPS53
ENSG00000160305,-0.234578701,5.159593919,-3.240974374,0.00152989,0.008397394,-1.88983655,DIP2A
ENSG00000104852,-0.254089305,6.275209244,-3.240065582,0.001534451,0.00841759,-1.964272364,SNRNP70
ENSG00000136888,0.244357932,5.757861353,3.240012563,0.001534651,0.00841759,-1.945754762,ATP6V1G1
ENSG00000094916,0.308105715,4.387913355,3.239855187,0.001535459,0.008419057,-1.78642125,CBX5
ENSG00000172830,-0.425899558,4.356157906,-3.239682481,0.001536869,0.008423817,-1.781782282,SSH3
ENSG00000189079,0.203352485,5.758212522,3.239258607,0.001538393,0.008429201,-1.948413458,ARID2
ENSG00000127125,0.231261774,5.662346675,3.238947472,0.001539939,0.008434705,-1.940705167,PPCS
ENSG00000127585,-0.936888278,0.705571394,-3.238847546,0.001541018,0.008437645,-1.281638794,FBXL16
ENSG00000099995,-0.332432217,6.075797924,-3.238570624,0.001542397,0.00844154,-1.961943648,SF3A1
ENSG00000278637,1.508964919,4.637762412,3.238486727,0.001542815,0.00844154,-1.823086456,H4C1
ENSG00000196967,0.318264643,3.569764209,3.237937415,0.001544971,0.008448898,-1.634222136,ZNF585A
ENSG00000198178,-1.156231636,1.66174205,-3.237999141,0.001545245,0.008448898,-1.374133489,CLEC4C
ENSG00000134245,0.373540609,0.900499879,3.237543893,0.001546935,0.008455164,-1.28933941,WNT2B
ENSG00000148396,0.30946731,4.52663159,3.236735761,0.001551072,0.008474802,-1.807253161,SEC16A
ENSG00000277775,1.204598264,5.777937019,3.236323445,0.001553626,0.008485778,-1.95343779,H3C7
ENSG00000143819,-0.529740417,2.597865906,-3.235689458,0.001556808,0.008500173,-1.503249445,EPHX1
ENSG00000162521,0.208017439,6.564534429,3.233279531,0.00156837,0.008560297,-1.984959775,RBBP4
ENSG00000096654,0.62034657,1.496527184,3.231375487,0.001578365,0.00861183,-1.358024283,ZNF184
ENSG00000124767,0.477633373,3.778226427,3.230568081,0.001582735,0.008632648,-1.708237284,GLO1
ENSG00000147789,-0.204059034,5.041173619,-3.229933456,0.001585383,0.008644059,-1.908134332,ZNF7
ENSG00000156269,-0.696251164,2.203329814,-3.229628077,0.001587538,0.008652637,-1.455885996,NAA11
ENSG00000155850,0.331576264,2.743810692,3.229408369,0.001588068,0.008652637,-1.533874698,SLC26A2
ENSG00000249156,-1.448130138,-1.376107934,-3.228772468,0.001591921,0.00867059,-1.224465438,TAF11L12
ENSG00000019169,1.065863419,2.237203868,3.227499295,0.001598463,0.008702033,-1.46215936,MARCO
ENSG00000109458,-0.343131297,5.717656064,-3.22743158,0.001598812,0.008702033,-1.988127614,GAB1
ENSG00000177932,-0.414762609,1.470819548,-3.226363015,0.001603726,0.008725728,-1.388548796,ZNF354C
ENSG00000183801,-0.553042839,1.548798357,-3.22588729,0.0016063,0.008736677,-1.406081627,OLFML1
ENSG00000170581,-0.561563629,5.931506364,-3.225814237,0.001607161,0.008738308,-1.995956931,STAT2
ENSG00000123901,-0.393489146,1.797262278,-3.224634257,0.001612678,0.008765243,-1.41664606,GPR83
ENSG00000110801,0.247084766,5.292924485,3.224278199,0.001614528,0.008772232,-1.951094458,PSMD9
ENSG00000170954,-0.718327439,3.321823742,-3.223928302,0.001616948,0.008782316,-1.694133315,ZNF415
ENSG00000139410,0.912592405,0.34473741,3.223106897,0.001621228,0.00880249,-1.286373563,SDSL
ENSG00000144040,0.321229241,6.219623391,3.221189186,0.001631262,0.008853878,-2.015151297,SFXN5
ENSG00000170310,0.291445756,4.956901412,3.220834139,0.001632706,0.008858627,-1.928693743,STX8
ENSG00000196954,-0.363672969,8.264081361,-3.219992985,0.00163755,0.008881811,-1.976846652,CASP4
ENSG00000162711,-0.535714341,4.206991044,-3.219584027,0.001639705,0.0088904,-1.790037382,NLRP3
ENSG00000173548,-0.78795181,-0.417954147,-3.219262133,0.001640826,0.008892301,-1.26371503,SNX33
ENSG00000148842,-0.251062907,2.796792797,-3.21918588,0.001641198,0.008892301,-1.577781235,CNNM2
ENSG00000163263,-1.437420893,-1.455537719,-3.21892995,0.001643157,0.008899813,-1.250702698,C1orf189
ENSG00000151500,0.482552264,4.15305628,3.218804732,0.001643818,0.008900299,-1.813180321,THYN1
ENSG00000175105,0.338344481,5.37505272,3.218570434,0.001645057,0.008901746,-1.974720289,ZNF654
ENSG00000197956,0.418248509,10.61366326,3.218537769,0.00164523,0.008901746,-1.86757051,S100A6
ENSG00000154447,0.833044091,1.499269068,3.217646159,0.001649952,0.008924192,-1.371013574,SH3RF1
ENSG00000168159,-0.51092391,4.928172211,-3.216991219,0.001653428,0.008939889,-1.923715829,RNF187
ENSG00000156261,0.311968157,5.674842264,3.216857631,0.001654138,0.008940621,-2.008574568,CCT8
ENSG00000182827,0.258800791,3.976761459,3.2166063,0.001654865,0.008941441,-1.776471209,ACBD3
ENSG00000153037,0.243344272,5.958551479,3.215998394,0.001658101,0.008955815,-2.024138203,SRP19
ENSG00000081019,0.307770015,5.638486969,3.215909546,0.001659185,0.008958564,-2.004605311,RSBN1
ENSG00000181982,-0.684461552,2.714140363,-3.215100961,0.001663501,0.00897875,-1.565073938,CCDC149
ENSG00000144228,-0.299289315,7.254916301,-3.214814867,0.00166503,0.008983889,-2.027856049,SPOPL
ENSG00000110871,0.552619782,4.458023391,3.214298824,0.001667792,0.008995672,-1.864997735,COQ5
ENSG00000100764,0.257093307,5.678135712,3.214026676,0.001668675,0.008997314,-2.017172511,PSMC1
ENSG00000178878,-0.65953492,2.443332934,-3.213671262,0.001671157,0.009007021,-1.568096265,APOLD1
ENSG00000203546,-0.30651851,3.820630089,-3.213468204,0.001671633,0.009007021,-1.768858742,AL139353.1
ENSG00000198369,0.740388039,1.779915412,3.213157386,0.001673917,0.009016206,-1.441537282,SPRED2
ENSG00000276368,1.503522346,5.636523562,3.212834966,0.001675651,0.009022422,-2.006812116,H2AC14
ENSG00000172375,-0.24015996,3.686265321,-3.211019638,0.001684826,0.009068688,-1.739714209,C2CD2L
ENSG00000158480,-0.278811148,2.625414647,-3.210609583,0.001687045,0.009077492,-1.563821563,SPATA2
ENSG00000173801,-1.117701912,1.452072361,-3.208628685,0.001698423,0.009135555,-1.449254023,JUP
ENSG00000140853,-0.342488401,8.199182351,-3.208497883,0.001699136,0.009136231,-2.013048699,NLRC5
ENSG00000129214,-1.991666422,2.37509889,-3.207877785,0.001702519,0.009151258,-1.625090496,SHBG
ENSG00000198920,-0.364777114,4.139963948,-3.207274632,0.001705747,0.009165447,-1.845613058,KIAA0753
ENSG00000106100,-0.632952945,3.609424102,-3.20569371,0.001714483,0.009209207,-1.752370527,NOD1
ENSG00000131100,0.229711644,6.965959682,3.204636794,0.001719675,0.009233908,-2.064682167,ATP6V1E1
ENSG00000115310,0.285579634,7.950730197,3.204402573,0.001721357,0.009239749,-2.034805575,RTN4
ENSG00000163933,0.32665168,4.203042081,3.20294921,0.001729121,0.009278226,-1.859118975,RFT1
ENSG00000135205,-0.580892417,4.118391235,-3.202438387,0.001732461,0.009292944,-1.849669796,CCDC146
ENSG00000135451,0.50239638,2.652738662,3.202193261,0.001733776,0.009296072,-1.60855238,TROAP
ENSG00000084070,-0.538494515,9.732574398,-3.202118173,0.001734239,0.009296072,-1.953198001,SMAP2
ENSG00000169599,0.359488349,4.141811133,3.201282406,0.001738791,0.00931726,-1.867409298,NFU1
ENSG00000153093,-0.856444021,1.243985,-3.201024033,0.001740327,0.009322282,-1.444260254,ACOXL
ENSG00000174667,-0.567014322,0.220042983,-3.200373403,0.001743325,0.009335127,-1.348237118,OR7D4
ENSG00000072110,-0.453684964,8.2731564,-3.199495659,0.001748864,0.009361567,-2.03548117,ACTN1
ENSG00000184014,-0.345274605,8.254435147,-3.198742596,0.001753085,0.009380933,-2.0392099,DENND5A
ENSG00000160888,-0.297889837,5.746374611,-3.198541265,0.001754215,0.009383753,-2.067364204,IER2
ENSG00000101421,0.318730485,6.090957027,3.197282859,0.001761293,0.009415465,-2.082927048,CHMP4B
ENSG00000187531,-0.288238899,5.178069588,-3.197213238,0.001761353,0.009415465,-2.022496659,SIRT7
ENSG00000277157,0.528648084,8.257931574,3.196721915,0.001764457,0.009428818,-2.036377374,H4C4
ENSG00000269067,1.397783844,-1.137452128,3.196228523,0.001767244,0.00944047,-1.312509352,ZNF728
ENSG00000065923,-0.543112448,2.731258576,-3.195007633,0.001774159,0.009474154,-1.628749578,SLC9A7
ENSG00000116525,-0.590623784,2.424855219,-3.1944639,0.001777246,0.009487386,-1.586386708,TRIM62
ENSG00000160679,-0.137687099,6.199414802,-3.19362175,0.001781397,0.009506285,-2.100789635,CHTOP
ENSG00000138735,0.430191023,7.766362368,3.193408721,0.001783252,0.00951292,-2.072090286,PDE5A
ENSG00000265303,1.477487565,-2.672058209,3.192275696,0.001789722,0.009544163,-1.346624747,AC099850.3
ENSG00000130208,1.6362836,-2.164908416,3.191011521,0.001796967,0.009579515,-1.337769624,APOC1
ENSG00000145730,0.424824662,6.230514219,3.190792197,0.001798227,0.009582947,-2.106487347,PAM
ENSG00000205212,1.076236982,0.096353693,3.189569222,0.001805266,0.009617166,-1.363477915,CCDC144NL
ENSG00000110931,-0.410461751,6.709657464,-3.189214436,0.001807313,0.009624775,-2.114533547,CAMKK2
ENSG00000185278,-0.232496143,4.86552118,-3.187985803,0.00181377,0.009655856,-2.017306455,ZBTB37
ENSG00000148248,0.261875828,5.44617186,3.187810972,0.001814853,0.009658322,-2.076779538,SURF4
ENSG00000182899,0.380397163,8.270874271,3.187380986,0.001817925,0.009671361,-2.070022022,RPL35A
ENSG00000204767,-0.345926034,5.248018637,-3.186927324,0.00182056,0.009682067,-2.057631182,INSYN2B
ENSG00000198223,-0.415418667,8.148730513,-3.186096996,0.001825391,0.009704446,-2.080498803,CSF2RA
ENSG00000027697,0.38532305,8.762296177,3.185833983,0.001826924,0.009709278,-2.051749759,IFNGR1
ENSG00000185324,-0.268942002,4.512147488,-3.185321852,0.001829261,0.009718376,-1.964656134,CDK10
ENSG00000115129,0.401103548,5.229417672,3.185171207,0.001830792,0.009718808,-2.063467514,TP53I3
ENSG00000151012,-0.462890423,1.487799166,-3.184936739,0.00183151,0.009718808,-1.512379502,SLC7A11
ENSG00000149124,-0.34872642,3.89103683,-3.184968291,0.001831572,0.009718808,-1.876279461,GLYAT
ENSG00000141098,0.329574808,4.963358756,3.184889916,0.001832436,0.009718808,-2.026193903,GFOD2
ENSG00000173473,-0.267172019,5.431795087,-3.184796807,0.001832465,0.009718808,-2.087626624,SMARCC1
ENSG00000157014,-0.253773794,4.730204538,-3.183968004,0.00183718,0.009740498,-2.000054314,TATDN2
ENSG00000114993,1.367257499,-1.154631822,3.182303241,0.001847619,0.009792505,-1.349670375,RTKN
ENSG00000159592,0.185512353,7.661741318,3.179807114,0.001861721,0.009863887,-2.11862418,GPBP1L1
ENSG00000197345,0.537473226,3.694679295,3.179610153,0.00186355,0.009870217,-1.839054563,MRPL21
ENSG00000139687,0.254088677,6.35117769,3.178022395,0.001872467,0.009914073,-2.147268194,RB1
ENSG00000204006,1.588141239,-0.007415929,3.177122779,0.001878377,0.009941983,-1.423919527,C1orf185
ENSG00000185963,-0.272515302,4.937709483,-3.175370545,0.001888223,0.009990695,-2.054902593,BICD2
ENSG00000108468,-0.32501454,5.2351357,-3.174643727,0.001893264,0.010013965,-2.101837679,CBX1
ENSG00000100336,-0.684298651,3.468564627,-3.173482298,0.001900277,0.010047639,-1.831208219,APOL4
ENSG00000125144,1.838848629,-2.111780986,3.172520198,0.001906104,0.010075026,-1.379914124,MT1G
ENSG00000197746,-0.409343773,9.224475879,-3.171599518,0.001911695,0.010101151,-2.073714809,PSAP
ENSG00000174038,-0.401602217,4.29022563,-3.170111867,0.001920763,0.010143609,-1.976475228,C9orf131
ENSG00000285551,-0.409590533,2.878486336,-3.169957195,0.001921034,0.010143609,-1.727908806,AC067752.1
ENSG00000151923,0.263987851,7.086263119,3.169465188,0.001924314,0.01015748,-2.164855625,TIAL1
ENSG00000162063,0.531308511,1.90665908,3.167766633,0.001934754,0.010209123,-1.610089517,CCNF
ENSG00000155380,0.731811384,2.667215239,3.167015453,0.001939764,0.01023209,-1.704840847,SLC16A1
ENSG00000092067,0.990186535,2.321362335,3.16675978,0.001941341,0.010236937,-1.666729641,CEBPE
