,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_name
ENSG00000170340,0.633246143,5.062496976,5.06317165,1.92E-06,0.000115062,4.647754142,B3GNT2
ENSG00000019991,1.093097155,4.923403201,5.062443801,1.92E-06,0.000115062,4.652388666,HGF
ENSG00000143641,0.808794997,4.968514738,5.058329107,1.96E-06,0.000116601,4.639791442,GALNT2
ENSG00000175727,0.6795978,6.186171117,5.056378786,1.97E-06,0.000117102,4.585625184,MLXIP
ENSG00000152463,2.461541402,5.05271436,5.053269506,2.00E-06,0.000117313,4.616012568,OLAH
ENSG00000278961,1.699855852,1.80410143,5.053227468,2.00E-06,0.000117313,4.728023432,SMIM34B
ENSG00000163220,1.070549157,14.61852275,5.05320882,2.00E-06,0.000117313,4.74477626,S100A9
ENSG00000101558,0.545298884,8.282096052,5.050124519,2.02E-06,0.00011838,4.602497171,VAPA
ENSG00000091106,0.892262492,6.205557773,5.046014727,2.06E-06,0.000119969,4.546780682,NLRC4
ENSG00000179583,-0.827020076,5.549074611,-5.043430973,2.08E-06,0.000120812,4.555497943,CIITA
ENSG00000198336,-1.656054983,4.725693529,-5.037574415,2.13E-06,0.000123326,4.599986898,MYL4
ENSG00000105287,-0.499230617,6.231745674,-5.033729679,2.17E-06,0.000124846,4.496536879,PRKD2
ENSG00000139890,-1.016679351,3.861968347,-5.028364122,2.21E-06,0.000126952,4.615505787,REM2
ENSG00000056097,0.246772281,6.178734407,5.02750979,2.22E-06,0.000126952,4.471102574,ZFR
ENSG00000181523,0.792729279,5.559554049,5.020239661,2.29E-06,0.000130244,4.453156652,SGSH
ENSG00000172159,-0.789296555,3.344501404,-5.01997755,2.29E-06,0.000130244,4.602022282,FRMD3
ENSG00000096060,1.239145371,7.898828651,5.018116458,2.31E-06,0.000130775,4.466265226,FKBP5
ENSG00000159200,0.621976939,4.269007516,5.015640111,2.33E-06,0.000131645,4.514704937,RCAN1
ENSG00000048052,-0.907902371,4.891613854,-5.009339244,2.40E-06,0.000134291,4.455609317,HDAC9
ENSG00000121742,1.813203311,0.067370268,5.009091614,2.40E-06,0.000134291,4.332202569,GJB6
ENSG00000170275,-0.704625741,4.307348087,-5.007764538,2.41E-06,0.000134547,4.496827618,CRTAP
ENSG00000136840,-1.250835661,4.835556536,-5.005231294,2.44E-06,0.000135479,4.465546191,ST6GALNAC4
ENSG00000145779,0.323145134,7.34993153,5.002663006,2.46E-06,0.000136211,4.387874605,TNFAIP8
ENSG00000121964,0.923633206,6.760068947,4.999882989,2.49E-06,0.000137076,4.366037719,GTDC1
ENSG00000147202,0.482215302,4.733409067,4.999728695,2.49E-06,0.000137076,4.42132942,DIAPH2
ENSG00000170017,0.966856699,5.303255379,4.997844785,2.51E-06,0.000137715,4.378739179,ALCAM
ENSG00000196961,-0.703620725,6.119748928,-4.992898862,2.57E-06,0.000139628,4.338542541,AP2A1
ENSG00000163659,0.655197739,5.46163884,4.992809628,2.57E-06,0.000139628,4.34862798,TIPARP
ENSG00000151465,0.617322599,6.898206959,4.990478293,2.59E-06,0.000140488,4.331226441,CDC123
ENSG00000129472,-1.16798717,6.287063939,-4.983519974,2.67E-06,0.000144082,4.304505679,RAB2B
ENSG00000109466,0.811261542,8.059303689,4.982639058,2.68E-06,0.000144107,4.329087459,KLHL2
ENSG00000135932,0.558472749,8.154861876,4.979647212,2.71E-06,0.000145394,4.319543782,CAB39
ENSG00000124762,-0.905882687,3.526514466,-4.977535781,2.73E-06,0.000146163,4.433654582,CDKN1A
ENSG00000109667,-0.834982873,3.563552969,-4.97400735,2.77E-06,0.000147798,4.413157533,SLC2A9
ENSG00000198876,-1.401967902,8.863920177,-4.972719777,2.79E-06,0.000148078,4.308587412,DCAF12
ENSG00000170088,0.444835761,4.012303437,4.95878347,2.95E-06,0.000155839,4.316096647,TMEM192
ENSG00000165269,1.616676517,2.536848737,4.957612774,2.97E-06,0.000155839,4.385296279,AQP7
ENSG00000111087,-1.010907377,5.193923112,-4.957483554,2.97E-06,0.000155839,4.240910223,GLI1
ENSG00000112367,0.723239448,5.767403384,4.957030123,2.97E-06,0.000155839,4.200529059,FIG4
ENSG00000181104,-0.886168537,3.048729135,-4.94465797,3.13E-06,0.000163426,4.331931968,F2R
ENSG00000102144,0.498527561,8.081368934,4.942705982,3.15E-06,0.000164192,4.170827905,PGK1
ENSG00000090776,-1.285114213,-0.479079836,-4.93637272,3.23E-06,0.000167543,3.73548845,EFNB1
ENSG00000182197,0.905103624,4.098599321,4.936166502,3.24E-06,0.000167543,4.219424,EXT1
ENSG00000131018,0.665875743,7.670658849,4.934180842,3.27E-06,0.000168355,4.126794861,SYNE1
ENSG00000183696,0.818587761,7.581875027,4.927286169,3.36E-06,0.000172469,4.099213424,UPP1
ENSG00000122679,-1.460333398,3.052933179,-4.926692207,3.37E-06,0.000172469,4.26255873,RAMP3
ENSG00000142303,-1.402472959,1.444719727,-4.915784349,3.52E-06,0.000179767,4.171237548,ADAMTS10
ENSG00000258366,-0.467413616,4.676104062,-4.901948873,3.73E-06,0.000189471,4.053629667,RTEL1
ENSG00000253729,-0.73648417,5.247239018,-4.898632084,3.78E-06,0.000190358,3.997458355,PRKDC
ENSG00000213694,-0.867651265,2.589215264,-4.898584977,3.78E-06,0.000190358,4.161555641,S1PR3
ENSG00000163541,0.421721448,5.995330031,4.898452647,3.78E-06,0.000190358,3.964109076,SUCLG1
ENSG00000197860,0.424223858,5.128805225,4.8975704,3.79E-06,0.000190358,3.992816238,SGTB
ENSG00000173085,0.575914808,4.984906163,4.89300404,3.87E-06,0.000193529,3.987731656,COQ2
ENSG00000106066,-1.119030711,5.434819475,-4.892145673,3.88E-06,0.000193587,3.974914721,CPVL
ENSG00000163508,-1.63685073,1.302948161,-4.884493044,4.00E-06,0.000199098,3.961077097,EOMES
ENSG00000121579,0.272430637,6.697543656,4.881229471,4.05E-06,0.000199671,3.898446295,NAA50
ENSG00000124942,-0.793897773,6.358524463,-4.881562274,4.05E-06,0.000199671,3.899959408,AHNAK
ENSG00000204420,-1.161758157,4.874373323,-4.88130829,4.06E-06,0.000199671,3.955832246,MPIG6B
ENSG00000150347,0.714612731,5.055808258,4.880679275,4.07E-06,0.000199671,3.93277395,ARID5B
ENSG00000134256,-1.157350584,3.25871307,-4.87936841,4.09E-06,0.000200111,4.066522496,CD101
ENSG00000140463,0.510390123,4.942160976,4.877343611,4.12E-06,0.000201139,3.926052602,BBS4
ENSG00000184860,1.117076478,1.659354488,4.873808524,4.18E-06,0.000202929,4.04902511,SDR42E1
ENSG00000063854,-0.993368504,6.285638602,-4.873640266,4.19E-06,0.000202929,3.872414429,HAGH
ENSG00000130309,0.626465959,5.817384123,4.871727791,4.22E-06,0.000203883,3.864285849,COLGALT1
ENSG00000117425,1.179744406,1.71441094,4.868698676,4.27E-06,0.000205778,4.026027298,PTCH2
ENSG00000203697,-1.291231718,4.476567261,-4.857250244,4.48E-06,0.000214939,3.89781876,CAPN8
ENSG00000134248,0.537161768,7.300929803,4.853246925,4.55E-06,0.000217799,3.800249106,LAMTOR5
ENSG00000162302,-0.641752764,3.571756765,-4.844854369,4.71E-06,0.000224672,3.923227245,RPS6KA4
ENSG00000127412,-1.377751175,0.72316637,-4.843579514,4.73E-06,0.000225149,3.784680392,TRPV5
ENSG00000165507,-0.898891709,2.362252082,-4.841033081,4.78E-06,0.000226798,3.944867267,DEPP1
ENSG00000143546,1.528926123,13.46459945,4.835883754,4.88E-06,0.000230596,3.899483211,S100A8
ENSG00000147164,0.415750463,4.607355119,4.835081929,4.89E-06,0.000230596,3.793862172,SNX12
ENSG00000013374,-0.586355097,6.040462342,-4.834624957,4.91E-06,0.000230671,3.717397391,NUB1
ENSG00000143858,-1.044794044,0.927080116,-4.830337616,4.99E-06,0.000233905,3.751827196,SYT2
ENSG00000145431,1.491311008,4.107190545,4.826585961,5.07E-06,0.000236892,3.791408268,PDGFC
ENSG00000101608,0.500087975,9.633105153,4.818410029,5.24E-06,0.000244146,3.735860115,MYL12A
ENSG00000111670,0.495751831,6.775845532,4.816603393,5.28E-06,0.000245206,3.647560158,GNPTAB
ENSG00000134352,0.658357511,7.075532027,4.807398428,5.48E-06,0.000253765,3.619682395,IL6ST
ENSG00000161036,-0.686385267,3.891777473,-4.804906745,5.53E-06,0.000255578,3.742796525,LRWD1
ENSG00000162909,-0.528965853,6.219747603,-4.801539722,5.61E-06,0.000258318,3.587106079,CAPN2
ENSG00000085733,-0.983183975,2.716965646,-4.796758087,5.72E-06,0.000261739,3.778558729,CTTN
ENSG00000103723,0.831137522,4.734147237,4.796426023,5.73E-06,0.000261739,3.619202807,AP3B2
ENSG00000138600,0.412368872,7.087095134,4.795391423,5.75E-06,0.000261739,3.570791133,SPPL2A
ENSG00000026508,0.622225927,9.916311919,4.795377789,5.75E-06,0.000261739,3.656363232,CD44
ENSG00000103145,0.634415886,3.827098219,4.791965525,5.83E-06,0.000264601,3.67955111,HCFC1R1
ENSG00000126216,0.439085949,6.23252977,4.79011865,5.88E-06,0.000265809,3.541058499,TUBGCP3
ENSG00000140280,-0.697848393,4.861515871,-4.788549685,5.91E-06,0.000266724,3.605154886,LYSMD2
ENSG00000198948,-1.098862324,3.566719877,-4.786630828,5.96E-06,0.000268023,3.699332691,MFAP3L
ENSG00000144659,-0.761796804,4.911149288,-4.785166845,5.99E-06,0.000268835,3.573505133,SLC25A38
ENSG00000070501,-0.591773317,5.98591228,-4.78260953,6.06E-06,0.000270845,3.518793765,POLB
ENSG00000100362,-2.480007744,-1.374244653,-4.779723083,6.13E-06,0.000272704,3.025119301,PVALB
ENSG00000113303,-0.956833695,5.213461696,-4.77949567,6.13E-06,0.000272704,3.539382232,BTNL8
ENSG00000010017,0.477262227,5.382950903,4.777993175,6.17E-06,0.000273581,3.515538506,RANBP9
ENSG00000213889,0.637484477,3.386863829,4.777205442,6.19E-06,0.000273672,3.671499961,PPM1N
ENSG00000228474,-0.590906739,8.58967116,-4.775961831,6.22E-06,0.00027427,3.536248548,OST4
ENSG00000236279,-2.118393213,-1.943843616,-4.773597718,6.28E-06,0.000276115,2.659994665,CLEC2L
ENSG00000183734,-1.377125553,0.193608849,-4.77104805,6.35E-06,0.000278183,3.371412137,ASCL2
ENSG00000179152,0.623459812,6.593449761,4.768487637,6.41E-06,0.00028028,3.459954225,TCAIM
ENSG00000189134,-1.762512472,-0.704338641,-4.766542029,6.46E-06,0.000281695,3.067202516,NKAPL
ENSG00000143067,-0.785113807,1.051782998,-4.758106837,6.68E-06,0.000290206,3.524752812,ZNF697
ENSG00000100604,-0.87816288,3.47437053,-4.755972886,6.74E-06,0.000292308,3.595338582,CHGA
ENSG00000143643,0.400609877,6.173881019,4.7541271,6.79E-06,0.000293478,3.40311384,TTC13
ENSG00000133313,-0.431482689,5.633349238,-4.750798822,6.88E-06,0.000296775,3.405283903,CNDP2
ENSG00000100197,-0.636745932,2.8001926,-4.74383907,7.07E-06,0.00030403,3.580812622,CYP2D6
ENSG00000179344,-1.215872877,4.59702212,-4.742588233,7.12E-06,0.000305075,3.457230036,HLA-DQB1
ENSG00000133985,0.849674452,2.612206571,4.738222148,7.24E-06,0.000309621,3.560593975,TTC9
ENSG00000263264,-0.540855751,5.016173741,-4.736625854,7.29E-06,0.000310759,3.392042849,AC119396.1
ENSG00000144455,0.385065715,5.103203707,4.734595912,7.34E-06,0.000312011,3.368406545,SUMF1
ENSG00000157456,1.135011494,2.506783966,4.731250962,7.45E-06,0.000315787,3.530369168,CCNB2
ENSG00000124523,0.611035702,5.142164193,4.730588369,7.47E-06,0.000315787,3.342872049,SIRT5
ENSG00000196576,-1.080531534,4.041491571,-4.724754442,7.64E-06,0.000322389,3.446941876,PLXNB2
ENSG00000180347,1.141296267,2.042211309,4.720079114,7.79E-06,0.000327601,3.494093904,ITPRID1
ENSG00000143771,0.563601885,6.568143298,4.71676464,7.89E-06,0.000331087,3.261835955,CNIH4
ENSG00000090376,1.050066948,8.595944563,4.714207562,7.97E-06,0.000333367,3.309633034,IRAK3
ENSG00000172985,0.912873142,1.590435685,4.713708788,7.99E-06,0.000333367,3.442102169,SH3RF3
ENSG00000232119,0.40930922,5.432210948,4.709920853,8.11E-06,0.000337353,3.252461914,MCTS1
ENSG00000102007,0.691788518,8.046846382,4.70936242,8.13E-06,0.000337411,3.266917829,PLP2
ENSG00000133816,-0.686537038,8.31381599,-4.706853251,8.21E-06,0.00033991,3.263018641,MICAL2
ENSG00000151023,-1.961762438,0.02075814,-4.703206896,8.33E-06,0.00034399,3.098111446,ENKUR
ENSG00000119318,0.47865618,6.684652265,4.70212861,8.37E-06,0.000344563,3.206385697,RAD23B
ENSG00000168675,0.516027453,6.150957099,4.695197452,8.61E-06,0.000351669,3.178774154,LDLRAD4
ENSG00000198690,0.290022767,5.281585249,4.694849201,8.61E-06,0.000351669,3.20317946,FAN1
ENSG00000145569,0.641915919,4.809002858,4.695044868,8.61E-06,0.000351669,3.23787015,OTULINL
ENSG00000121481,0.376197117,4.763046005,4.687520829,8.86E-06,0.000360964,3.213046468,RNF2
ENSG00000163993,1.118770431,8.197655169,4.684766019,8.97E-06,0.000364493,3.185100698,S100P
ENSG00000196312,0.264916558,6.418969738,4.677239381,9.23E-06,0.000374125,3.109601992,MFSD14C
ENSG00000134548,-1.535528305,1.528413075,-4.674977648,9.33E-06,0.000377037,3.286252474,SPX
ENSG00000128604,-0.555937713,4.756150481,-4.673858016,9.37E-06,0.000377551,3.173008458,IRF5
ENSG00000102010,1.070991331,4.487789356,4.673336533,9.39E-06,0.000377551,3.175959916,BMX
ENSG00000158715,-1.397990635,-0.142354225,-4.672638184,9.42E-06,0.000377627,2.949783787,SLC45A3
ENSG00000140538,0.900207836,0.105424016,4.670902788,9.47E-06,0.000378766,3.06647773,NTRK3
ENSG00000158856,-1.34674992,8.537960284,-4.666165997,9.66E-06,0.000385504,3.114050273,DMTN
ENSG00000107551,-0.789393106,4.555518216,-4.662337013,9.81E-06,0.000390047,3.146632026,RASSF4
ENSG00000170571,0.591817773,8.495803978,4.661938257,9.83E-06,0.000390047,3.103873312,EMB
ENSG00000164074,0.377320813,4.817953841,4.658776318,9.94E-06,0.000392143,3.099544876,ABHD18
ENSG00000162722,-1.549974995,6.848901879,-4.658230338,9.97E-06,0.000392143,3.051297221,TRIM58
ENSG00000104892,-0.893551726,2.685975841,-4.658211562,9.97E-06,0.000392143,3.265500132,KLC3
ENSG00000100985,1.316212223,7.385922194,4.657488115,1.00E-05,0.000392143,3.05709714,MMP9
ENSG00000196735,-1.086997061,3.865113791,-4.657348973,1.00E-05,0.000392143,3.192829911,HLA-DQA1
ENSG00000187116,0.900004356,8.378587022,4.656774069,1.00E-05,0.000392143,3.080118461,LILRA5
ENSG00000134955,-0.763304382,3.062463212,-4.655148964,1.01E-05,0.000393696,3.24066053,SLC37A2
ENSG00000131355,-1.023990895,6.249704178,-4.650369874,1.03E-05,0.000400246,3.014217148,ADGRE3
ENSG00000112299,1.293776325,6.820652483,4.647922559,1.04E-05,0.000403149,3.010221555,VNN1
ENSG00000163399,0.521874548,6.299080692,4.63309498,1.10E-05,0.00042653,2.941910389,ATP1A1
ENSG00000087589,-0.747230169,4.46381805,-4.627189937,1.13E-05,0.00043555,3.02593008,CASS4
ENSG00000146054,-0.949075005,1.560575829,-4.623897718,1.14E-05,0.000440178,3.123911586,TRIM7
ENSG00000121210,0.354842286,7.453600739,4.620370392,1.16E-05,0.000444698,2.914018777,TMEM131L
ENSG00000119929,0.543960338,4.865284051,4.618019169,1.17E-05,0.000448327,2.937979957,CUTC
ENSG00000111669,0.434411101,7.110956465,4.611725706,1.20E-05,0.000458504,2.872784682,TPI1
ENSG00000204131,-0.646282251,6.178298438,-4.610009981,1.21E-05,0.000460495,2.858295524,NHSL2
ENSG00000021355,0.773925124,8.347234445,4.608602643,1.21E-05,0.000461932,2.897119228,SERPINB1
ENSG00000100902,0.444174525,6.686058269,4.60667774,1.22E-05,0.000464326,2.843517685,PSMA6
ENSG00000126822,-0.867782475,6.123769661,-4.605682893,1.23E-05,0.000465022,2.844673754,PLEKHG3
ENSG00000223865,-0.821470013,4.602363436,-4.604808247,1.23E-05,0.0004655,2.929774038,HLA-DPB1
ENSG00000198964,-0.505788642,5.857307138,-4.602006449,1.25E-05,0.000469543,2.831140523,SGMS1
ENSG00000103148,-1.131479418,6.397406878,-4.59664164,1.27E-05,0.000478441,2.814623688,NPRL3
ENSG00000183578,1.441502536,0.795667985,4.595964825,1.28E-05,0.000478565,2.980102707,TNFAIP8L3
ENSG00000142185,0.876273467,4.319931227,4.592672364,1.29E-05,0.000482822,2.901507444,TRPM2
ENSG00000173239,1.94615371,1.093652574,4.592503537,1.29E-05,0.000482822,2.977922148,LIPM
ENSG00000101367,0.396703219,6.05599807,4.588375387,1.31E-05,0.00048846,2.775134111,MAPRE1
ENSG00000089127,-1.274953616,5.33911703,-4.588348258,1.32E-05,0.00048846,2.833407047,OAS1
ENSG00000169299,0.531823536,6.209738766,4.587475562,1.32E-05,0.000488977,2.770804786,PGM2
ENSG00000187796,-0.910960236,2.477313194,-4.58457413,1.33E-05,0.00049248,3.002826452,CARD9
ENSG00000213722,0.80588137,5.191630691,4.58446087,1.34E-05,0.00049248,2.794782843,DDAH2
ENSG00000197183,-0.528317402,4.850850596,-4.577043247,1.38E-05,0.000505889,2.800409281,NOL4L
ENSG00000108984,0.844132411,6.354464353,4.56988599,1.41E-05,0.00051768,2.707137605,MAP2K6
ENSG00000122223,-0.991930038,3.669791676,-4.569682333,1.42E-05,0.00051768,2.892529542,CD244
ENSG00000125629,0.603779985,5.467040792,4.569396372,1.42E-05,0.00051768,2.720503695,INSIG2
ENSG00000137270,-0.785189203,1.056926841,-4.567761369,1.42E-05,0.000518009,2.855677333,GCM1
ENSG00000099377,0.915848126,2.127369679,4.568044389,1.42E-05,0.000518009,2.944072942,HSD3B7
ENSG00000155868,0.402699312,4.007960941,4.5666203,1.43E-05,0.000519065,2.824210614,MED7
ENSG00000162068,-1.417554467,-0.88391084,-4.562896389,1.45E-05,0.000525961,2.380531118,NTN3
ENSG00000119457,-1.164214885,1.90280132,-4.561368985,1.46E-05,0.000528087,2.904813656,SLC46A2
ENSG00000188897,-1.035802436,5.232091408,-4.558618959,1.48E-05,0.000532242,2.711887943,AC099489.1
ENSG00000128266,-1.08990444,2.567197673,-4.558197211,1.48E-05,0.000532242,2.907264434,GNAZ
ENSG00000124256,-0.774737284,6.459963703,-4.556081772,1.49E-05,0.000535448,2.655729033,ZBP1
ENSG00000035403,-0.480997094,6.322645012,-4.555251036,1.50E-05,0.000535963,2.650732836,VCL
ENSG00000100307,-0.435482536,5.259772106,-4.553757271,1.51E-05,0.00053788,2.680292717,CBX7
ENSG00000136732,-1.278431788,9.232254007,-4.552688573,1.51E-05,0.000538907,2.709653952,GYPC
ENSG00000141367,0.317378937,8.0066139,4.551477602,1.52E-05,0.000539581,2.673764196,CLTC
ENSG00000127951,-0.74085159,7.231055409,-4.550241516,1.53E-05,0.000541631,2.643916602,FGL2
ENSG00000177675,2.552319991,0.97265286,4.549152281,1.53E-05,0.000542715,2.863719036,CD163L1
ENSG00000115073,-0.467810358,3.876040061,-4.547219342,1.54E-05,0.00054504,2.771684041,ACTR1B
ENSG00000173210,-1.223243419,1.557998016,-4.536096418,1.62E-05,0.000568643,2.815436788,ABLIM3
ENSG00000136048,0.592711451,6.663675155,4.535019874,1.62E-05,0.000569758,2.578372472,DRAM1
ENSG00000135924,-0.78132382,5.566016923,-4.53383607,1.63E-05,0.000571118,2.593770039,DNAJB2
ENSG00000142856,0.559197065,5.809527633,4.529781484,1.66E-05,0.000578059,2.559473714,ITGB3BP
ENSG00000266074,-1.205603805,0.498491364,-4.529604018,1.66E-05,0.000578059,2.680116434,BAHCC1
ENSG00000182117,0.489449529,7.538675524,4.526528123,1.68E-05,0.000582841,2.567254308,NOP10
ENSG00000183638,1.078460826,1.615430654,4.526356539,1.68E-05,0.000582841,2.78191188,RP1L1
ENSG00000133703,0.39590329,6.119656071,4.525563624,1.68E-05,0.000583219,2.539085348,KRAS
ENSG00000101448,0.665153928,2.545499802,4.522868363,1.70E-05,0.000586823,2.776740014,EPPIN
ENSG00000187912,-0.94387874,4.098302095,-4.522910856,1.70E-05,0.000586823,2.68214322,CLEC17A
ENSG00000166949,-0.690660974,4.760502135,-4.51657262,1.74E-05,0.000600218,2.586167273,SMAD3
ENSG00000147649,0.407992716,5.842900093,4.515469965,1.75E-05,0.00060148,2.506127879,MTDH
ENSG00000013306,-1.45035817,9.459047771,-4.51402491,1.76E-05,0.000603554,2.574931369,SLC25A39
ENSG00000203618,-1.545018926,5.337558706,-4.513155682,1.77E-05,0.000604277,2.538902091,GP1BB
ENSG00000022567,-0.58993581,6.530212307,-4.510582574,1.78E-05,0.000609043,2.485142604,SLC45A4
ENSG00000051382,0.431381488,6.122737909,4.505325107,1.82E-05,0.000620314,2.463823965,PIK3CB
ENSG00000180694,0.632285898,4.611385301,4.503890208,1.83E-05,0.000622436,2.530891978,TMEM64
ENSG00000058063,0.667252519,8.411108107,4.502921929,1.84E-05,0.000623431,2.505412498,ATP11B
ENSG00000115590,1.609490489,9.573272746,4.501415566,1.85E-05,0.000624917,2.548499121,IL1R2
ENSG00000170379,0.572800339,4.118467171,4.501197447,1.85E-05,0.000624917,2.561300248,TCAF2
ENSG00000069956,0.457124198,4.811596889,4.498949273,1.87E-05,0.000628221,2.496447477,MAPK6
ENSG00000164086,-0.561961111,3.453864581,-4.498678974,1.87E-05,0.000628221,2.638417042,DUSP7
ENSG00000166923,0.581564432,1.328297642,4.497204582,1.88E-05,0.000629883,2.664777294,GREM1
ENSG00000121879,0.449288245,6.217508252,4.491535925,1.92E-05,0.000643324,2.412429696,PIK3CA
ENSG00000128487,-0.738946789,6.48400838,-4.488421052,1.95E-05,0.00064978,2.405117567,SPECC1
ENSG00000169826,0.759126996,6.777128844,4.484838163,1.97E-05,0.000657498,2.395053749,CSGALNACT2
ENSG00000152700,0.335989589,5.322044352,4.48317428,1.98E-05,0.000659591,2.408838122,SAR1B
ENSG00000186660,0.240176224,4.431356177,4.477916276,2.02E-05,0.000671792,2.456494348,ZFP91
ENSG00000008441,-1.101941149,4.716951132,-4.474922224,2.05E-05,0.000678996,2.440217332,NFIX
ENSG00000118520,1.296327142,7.507326214,4.473372822,2.06E-05,0.000681648,2.376586747,ARG1
ENSG00000075142,0.376298434,5.794933477,4.471347477,2.08E-05,0.000685148,2.345180151,SRI
ENSG00000139832,1.009899951,3.147735806,4.469377238,2.10E-05,0.000689388,2.543498262,RAB20
ENSG00000170315,-1.272234099,10.19628743,-4.467592165,2.11E-05,0.000692643,2.43137515,UBB
ENSG00000107798,-0.910546412,5.746395452,-4.467078244,2.11E-05,0.000692643,2.339505766,LIPA
ENSG00000161642,-0.810757295,4.359480747,-4.465237527,2.13E-05,0.000696147,2.425318793,ZNF385A
ENSG00000102898,-0.488995261,4.687339694,-4.460303411,2.17E-05,0.000708121,2.379622155,NUTF2
ENSG00000161911,-1.123468658,4.53923414,-4.459000103,2.18E-05,0.000710223,2.399092551,TREML1
ENSG00000140403,-0.825944028,4.083394298,-4.45721771,2.20E-05,0.000713657,2.435650708,DNAJA4
ENSG00000147872,0.475733964,5.381009228,4.447755994,2.28E-05,0.000738777,2.269465369,PLIN2
ENSG00000144677,-1.013435159,2.911502059,-4.442888118,2.32E-05,0.000751273,2.478403802,CTDSPL
ENSG00000068366,0.656327125,7.85328436,4.438248833,2.36E-05,0.000763298,2.251810499,ACSL4
ENSG00000138061,1.25049001,6.240647319,4.437458912,2.37E-05,0.000764049,2.219474473,CYP1B1
ENSG00000007341,0.376765943,5.58251486,4.429812497,2.44E-05,0.000784886,2.198441035,ST7L
ENSG00000163219,-0.364476634,7.612508738,-4.424433294,2.49E-05,0.000798819,2.188391843,ARHGAP25
ENSG00000164849,-1.317317696,4.892057905,-4.424344567,2.49E-05,0.000798819,2.254296898,GPR146
ENSG00000088053,-0.914413617,2.646405328,-4.42312236,2.51E-05,0.00080095,2.413930137,GP6
ENSG00000148429,0.449456511,4.002428796,4.421678006,2.52E-05,0.000802451,2.293167808,USP6NL
ENSG00000070182,-0.930576795,4.69368681,-4.421345977,2.52E-05,0.000802451,2.243589814,SPTB
ENSG00000077585,0.903555226,5.102879642,4.421046805,2.53E-05,0.000802451,2.198256803,GPR137B
ENSG00000143382,-0.821516975,6.165613406,-4.420428785,2.53E-05,0.00080273,2.155617238,ADAMTSL4
ENSG00000182389,-0.545766108,2.780590075,-4.414971515,2.58E-05,0.000815341,2.389674844,CACNB4
